	src	mt	score
801	This is a list of video game soundtracks that multiple publications, such as video game journalism and music journalism publications, have considered to be among the best of all time.	这是许多出版物,如视频游戏新闻和音乐新闻出版物,被认为是最好的所有时间。	-16.0
802	However, European political structures continued to engage with Russia despite this, including the formulation of a Partnership and Cooperation Agreement (PCA) between the European Union and Russia and the reopening of Russia's Council of Europe application on 26 September 1995.	然而,欧洲政治结构仍然与俄罗斯合作,包括在1995年9月26日提交欧盟与俄罗斯之间的伙伴关系与合作协议(PCA),并重新开放俄罗斯欧洲理事会的申请。	-8.0
803	The museum includes five halls, the first of which included the personal belongings of the leader, and the other was allocated for gifts, weapons, archives, and documents.	博物馆共有5个大厅,其中第一间为领导人的私人物品,而另一间则为礼物、武器、档案和文件。	0.0
804	During the last few decades, extensive archaeological excavations have been carried out at the site, revealing remains and ancient findings from all periods of the citadel's existence.	在过去的几十年里,在现场进行了广泛的考古挖掘,揭示了城堡存在的所有时期的遗迹和古老的发现。	-7.0
805	Andrii Ivanovych Dubchak (Ukrainian: Андрій Іванович Дубчак, born 19 October 1976, Kalynivka, Vinnytsia Oblast) is a Ukrainian photographer, videographer, photojournalist, and war correspondent.	安德烈·伊万诺维奇·杜布查克(Andrii Ivanovych Dubchak,1976年10月19日 - )是一位乌克兰摄影师、摄影师、摄影记者和战争记者。	-16.0
806	"Battle Picture Weekly co-creator Pat Mills worked with freelance writer Gerry Finley-Day on ""D-Day Dawson"" for the launch issue of the new IPC Magazines title through 1974."	《Battle Picture Weekly》的共同制作人帕特·米尔斯和自由撰稿人格里·芬利·戴(英语:Gerry Finley-Day)在《D-Day Dawson(英语:D-Day Dawson)》上为1974年发行的《IPC Magazines(英语:IPC Magazines)》杂志发行新头衔。	-22.0
807	If such data not available by organisers, next sources are International Federation of Football History & Statistics (IFFHS), then the closest relevant source of the figure.	如果这些数据没有由组织者提供,那么接下来的来源是国际足球历史与统计联合会(IFFHS),那么这个数字的最接近的相关来源。	-7.0
808	As their relationship progresses, they form a club called the Far East Magical Napping Society Summer Thereof, alongside Shinka Nibutani, Kumin Tsuyuri, and Sanae Dekomori, who each have their own unique delusional behaviors.	随着他们的关系的进展,他们组建了一个名为远东魔法日记协会夏季的俱乐部,与Shinka Nibutani,Kumin Tsuyuri和Sanae Dekomori一起,每个人都有自己的独特的幻想行为。	-14.0
809	"""Lost & Found"" is the debut English single by Thai artist Bright Vachirawit Chivaaree, first solicited through GMMTV Records on August 15, 2022."	《Lost & Found》是泰國歌手布萊特·瓦希拉維特·奇瓦瑞(英语:Bright Vachirawit Chivaaree)於2022年8月15日首次獲得GMMTV唱片認證的英國單曲。	-12.0
812	The album was dubbed the 6th best Brazilian album in 2018 by Rolling Stone Brasil and one of the 25 best Brazilian albums in the first half of 2018 by APCA.	该专辑被《滚石巴西》(Rolling Stone Brasil)评为2018年最佳巴西专辑第6张,并被 APCA评为2018年首半期最佳巴西专辑第25张。	-16.0
813	HumanIPO is now used by creators, entrepreneurs, venture capitalists, YouTube creators, writers, musicians, and professional athletes.	HumanIPO现在由创作者、企业家、风险资本家、YouTube创作者、作家、音乐家和专业运动员使用。	-1.0
814	Elisabeth de Dampierre (d. after March 1228), who married Geoffrey I of Aspremont, son of Gobert V, lord of Aspremont, and Ida de Chiny, with whom she had four children (including Jean d'Apremont who was bishop of Verdun then Metz and Blessed Gobert d'Aspremont);	伊丽莎白·德·达姆皮埃尔(Elisabeth de Dampierre,1228年3月后逝世),嫁给阿斯普雷蒙特的杰弗里一世(Géoffrey I of Aspremont,Gobert V, lord of Aspremont)和爱达·德·奇尼(Ida de Chiny),与她育有四个孩子(包括Jean d'Apremont,当时是维尔登主教,后来是梅茨主教,以及Gobert d'Aspremont);	-25.0
815	His father Herman Prioleau Hamilton was president of Hamilton & Company of Chester, an investment bank that sold municipal bonds.	他的父亲赫尔曼·普里奥·汉密尔顿(Herman Prioleau Hamilton)是汉密尔顿和切斯特公司(Hamilton & Company of Chester)的主席,一家出售市债券的投资银行。	-11.0
816	In February 2021, in reaction to the release of her track, “everybody knows”, Earmilk wrote, “Storme is able to define true-to-genre R&B while still exploring unconventional and uncomfortable topics.” In March 2023, Billboard wrote of her song, “Painkillers”, “the track’s sparse instrumentals — gossamer-like synth, thumping beats and delicate piano — complements her soft vocal delivery.” In April 2023, Storme released “Alt Disco”, which Swidlife praised for its risk-taking and unexpected melding of genres.	在2021年2月,“每个人都知道,”Earmilk写道,“风暴能够定义真正的R&B,同时仍在探索不寻常和不舒服的主题。在2023年3月,Billboard写了她的歌曲“Painkillers”,“轨道的无缝乐器 - 类似于gossamer的合成,跳动打击和微妙的钢琴 - 补充了她的软语音交付。	-25.0
817	Abrykosivka (Ukrainian: Абрикосівка; Old Polish: Beznoskowce) (Also known as Bezniskivtsi (Ukrainian: Безнісківці) until 1966) is a village in the Kamianets-Podilskyi Raion of the Khmelnytskyi Oblast of Ukraine.	阿布里科西夫卡(乌克兰语: Абрикосивка;古波兰语: Beznoskowce)(也称为 Bezniskivtsi(乌克兰语: Безнісківці)直到1966年)是乌克兰赫梅尔尼茨克地区的卡米亚涅茨 - 波迪尔斯基地区的一个村庄。	-5.0
818	"Clementine Churchill, who admired de Gaulle, once cautioned him, ""General, you must not hate your friends more than you hate your enemies."""	克莱门特·丘吉尔(Clementine Churchill)一度警告道:“将军,你不能比恨你的敌人更恨你的朋友。”	-11.0
819	After the establishment of Juan Velasco Alvarado's Revolutionary Government, Peru reestablished its relations with Cuba on 8 July 1972, which have remained since.	胡安·維拉斯科·阿爾瓦拉多革命政府成立後,秘魯於1972年7月8日恢復其與古巴的關係,此關係至今仍然存在。	-1.0
821	The museum includes five halls, the first of which included the personal belongings of the leader, and the other was allocated for gifts, weapons, archives, and documents.	博物馆包括五个大厅,其中第一个包括领袖的个人物品,另一个用于礼物,武器,档案和文件。	-1.0
822	The proposed reforms involved increasing the level of independent scrutiny of Home Office migration policies, and a further promise of reconciliation events with families of the scandal's victims.	提议 的 改革 涉及 提高 内政 厅 移徙 政策 的 独立 审查 水平, 并 进一步 承诺 与 丑闻 受害者 的 家庭 举行 和解 活动 。	-12.0
824	BFC Dynamo would now be its main obstacle to success.BFC Dynamo opened the 1978-79 DDR-Oberliga with ten consecutive wins.	BFC Dynamo 现在 将 是 其 成功 的 主要 障碍 。 BFC Dynamo 在 1978 - 79 年 的 DDR - 奥 伯 利加 开创 了 连续 10 场 的 胜利 。	-10.0
825	Actors who play members of the Tate household include Robert Mandan as Jessica's husband Chester; Jennifer Salt, Diana Canova, and Jimmy Baio as their children, Eunice, Corinne and Billy; Arthur Peterson Jr. as Jessica and Mary's father, a retired U.S. Army major; and Robert Guillaume as the family butler Benson.	演员扮演Tate家庭的成员包括Robert Mandan作为Jessica的丈夫Chester;Jennifer Salt,Diana Canova,和Jimmy Baio作为他们的孩子,Eunice,Corinne和Billy;Arthur Peterson Jr作为Jessica和Mary的父亲,退休的美国军队大将;和Robert Guillaume作为家庭泡沫Benson。	-25.0
827	The ground, first, and second floors of the towers have commercial shops while residential flats start from the ninth floor.	塔楼的地板,第一层和第二层有商店,而居住地板从第九层开始。	-10.0
828	"According to Carole Ferret, the history of the horse in Russia has long been the prerogative of Soviet researchers that came from the territory under study, and as a result, is little known due to a ""cruel lack of material""."	根据卡罗尔·费雷特(Carol Ferret)的说法,俄罗斯的马的历史长期以来一直是来自研究的领土的苏联研究者的特权,因此由于“严重缺乏材料”而很少有人知道。	-5.0
829	This platform enables donors to provide helpful items to those in need, while also dedicating the gesture to a loved one.	这个平台使捐助者能够向需要的人提供帮助物品,同时也为爱人献出手势。	-12.0
830	They were these, Don Anselmo Lores and Don Fernando Fernández, together with Don Manuel Alvarez Santos and Don Angel Rolan, who gave great impetus to the business.	这些人是唐·安塞尔莫·洛雷斯和唐·费尔南多·费尔南多·费尔南德斯,以及唐·曼努埃尔·阿尔瓦雷斯·桑托斯和唐·安吉尔·罗兰,他们给了这家公司很大的动力。	-6.0
831	Morgan was named the Wildcats' starting left tackle going into his third season and started the final 11 games after missing the season opener due to injury.	摩根被命名为Wildcats的左翼打击开始进入他的第三个赛季,并开始了最后11场比赛,因为由于受伤而失去了赛季开幕式。	-25.0
832	These were brought to a local Muslim religious leader, who urged local Muslims to protest and demand the culprits be brought to justice.	这些人被带到一个当地的穆斯林宗教领袖,他呼吁当地的穆斯林抗议,并要求罪犯被带到正义。	-16.0
